
Valores Confirmados

Fecha;CUPRUM;;HABITAT;;MAGISTER;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2003-04-20;10.635,89;482566789449;10.378,08;672960605605;10.422,39;99119828341;10.472,74;82546985783;10.384,72;849747424477;10.390,33;360418656559;10.524,37;302289323590
2003-04-21;10.656,72;483607471696;10.384,45;673256655196;10.413,63;99074893696;10.479,21;82637209060;10.397,03;851215157343;10.397,38;360660112377;10.538,28;302932133659
2003-04-22;10.671,50;484460013979;10.397,16;674149284005;10.423,02;99286453274;10.486,03;82726177428;10.404,01;852035929036;10.408,96;361169195727;10.547,10;303348038442
2003-04-23;10.687,86;485264752916;10.411,79;676672538767;10.439,32;99571811297;10.491,51;82822271950;10.417,48;853431162718;10.419,15;361548147104;10.564,52;303787410798
2003-04-24;10.674,10;485435780350;10.409,77;674977220543;10.432,28;99603174059;10.497,32;82928725938;10.425,38;854173869152;10.420,41;361587284092;10.566,29;304322639753
2003-04-25;10.724,74;488215683565;10.439,45;677408713565;10.440,91;99572180338;10.517,58;83107768785;10.456,02;856976921669;10.447,91;363454424485;10.589,88;305188319149
2003-04-26;10.724,74;488215683565;10.439,45;677408713565;10.440,91;99572180338;10.517,58;83107768785;10.456,02;856976921669;10.447,91;363454424485;10.589,88;305188319149
2003-04-27;10.724,74;488215683565;10.439,45;677408713565;10.440,91;99572180338;10.517,58;83107768785;10.456,02;856976921669;10.447,91;363454424485;10.589,88;305188319149
2003-04-28;10.757,91;492180815354;10.461,21;678873123903;10.458,44;99926494711;10.538,95;83351552258;10.476,63;860410878987;10.473,12;364514142996;10.612,83;306118022378
2003-04-29;10.756,00;492613711689;10.460,89;679105724796;10.483,73;100223089321;10.550,76;83578705763;10.478,88;863751023635;10.474,97;364772252913;10.613,56;306201276805
2003-04-30;10.764,25;493480114325;10.446,79;679883086985;10.464,03;100412803720;10.536,91;83679902461;10.457,36;862695120359;10.466,55;365401776163;10.609,26;306948220926
2003-05-01;10.764,25;493480114325;10.446,79;679883086985;10.464,03;100412803720;10.536,91;83679902461;10.457,36;862695120359;10.466,55;365401776163;10.609,26;306948220926
2003-05-02;10.805,11;497718221997;10.467,12;681170853187;10.476,50;100532421539;10.549,73;83936075411;10.486,43;865069688054;10.489,24;366144767145;10.639,34;307818613298
2003-05-03;10.805,11;497718221997;10.467,12;681170853187;10.476,50;100532421539;10.549,73;83936075411;10.486,43;865069688054;10.489,24;366144767145;10.639,34;307818613298
2003-05-04;10.805,11;497718221997;10.467,12;681170853187;10.476,50;100532421539;10.549,73;83936075411;10.486,43;865069688054;10.489,24;366144767145;10.639,34;307818613298
2003-05-05;10.836,43;498823374140;10.480,18;681767734610;10.489,89;100404183650;10.570,72;84087014139;10.502,47;865967874640;10.507,94;366281034344;10.661,88;308276782395
2003-05-06;10.864,30;500130956150;10.496,47;682579423870;10.498,28;100469931005;10.585,77;84280906900;10.526,91;868053961893;10.529,32;366689059452;10.682,94;310503498963
2003-05-07;10.886,32;501174562942;10.510,73;683154205153;10.499,60;100551183239;10.590,23;84322158099;10.539,14;868639273246;10.542,52;367111235860;10.697,13;309834467220
2003-05-08;10.859,25;499690537259;10.494,30;682081047613;10.496,66;99551060495;10.580,91;83930743430;10.524,83;867055341586;10.526,28;366173771692;10.676,88;307819570733
2003-05-09;10.872,85;498982212873;10.513,28;682882414995;10.505,77;99646474305;10.600,70;83976587634;10.542,87;867482392837;10.548,40;367213060146;10.688,66;308272148970
2003-05-10;10.872,85;498982212873;10.513,28;682882414995;10.505,77;99646474305;10.600,70;83976587634;10.542,87;867482392837;10.548,40;367213060146;10.688,66;308272148970
2003-05-11;10.872,85;498982212873;10.513,28;682882414995;10.505,77;99646474305;10.600,70;83976587634;10.542,87;867482392837;10.548,40;367213060146;10.688,66;308272148970
2003-05-12;10.867,28;498902503804;10.510,91;682089137885;10.503,25;99579422311;10.585,54;83877742846;10.539,11;867081736964;10.538,80;366860892664;10.695,65;308110154260
2003-05-13;10.893,08;500071210566;10.507,67;682093446648;10.503,90;99875665273;10.597,35;84052936295;10.549,08;867626548788;10.547,67;367250970893;10.702,71;308402728059
2003-05-14;10.899,57;500456528141;10.522,55;683122064284;10.519,91;99901186489;10.613,98;84246078862;10.559,11;868669745196;10.567,92;367957525676;10.698,92;306528584159
2003-05-15;10.929,42;501736221898;10.538,55;686095757530;10.524,12;93555771078;10.629,80;84695971790;10.572,42;869815869654;10.587,46;368852611643;10.714,68;307111095474
2003-05-16;10.958,35;504433800595;10.557,57;687615695659;10.534,59;93820290817;10.651,93;85169645820;10.587,92;871312628746;10.603,65;369731782829;10.731,19;308218500111
2003-05-17;10.958,35;504433800595;10.557,57;687615695659;10.534,59;93820290817;10.651,93;85169645820;10.587,92;871312628746;10.603,65;369731782829;10.731,19;308218500111
2003-05-18;10.958,35;504433800595;10.557,57;687615695659;10.534,59;93820290817;10.651,93;85169645820;10.587,92;871312628746;10.603,65;369731782829;10.731,19;308218500111
2003-05-19;10.967,23;504926189418;10.560,14;688045897253;10.565,79;91752437912;10.659,81;85335069793;10.597,37;872537498636;10.601,23;370790430042;10.741,64;309959279302
2003-05-20;10.939,39;503717932443;10.552,74;687532316155;10.548,44;91622886881;10.644,22;85263163731;10.590,66;872280430233;10.588,80;370262778450;10.735,31;310016344788
2003-05-21;10.939,39;503717932443;10.552,74;687532316155;10.548,44;91622886881;10.644,22;85263163731;10.590,66;872280430233;10.588,80;370262778450;10.735,31;310016344788
