
Valores Confirmados

Fecha;CUPRUM;;HABITAT;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2005-05-08;15.977,87;522493880434;16.038,41;921703817748;15.475,63;868746077592;14.795,65;115158724229;15.943,95;883336929360;15.386,13;344762459634
2005-05-09;15.980,27;522583140177;16.048,31;922720941335;15.475,60;868661122873;14.788,65;115095972609;15.938,42;891386535007;15.381,93;344748793474
2005-05-10;16.089,93;526625852114;16.146,49;928784861669;15.598,83;875514511369;14.887,24;117499251406;16.052,25;897707463234;15.489,80;347149439745
2005-05-11;16.096,38;527059132894;16.166,41;930810422399;15.603,85;875582892647;14.892,13;117546004044;16.059,71;898137716479;15.495,46;347271569927
2005-05-12;16.040,71;525349291594;16.103,20;927487183613;15.554,81;875368404446;14.838,42;117120929039;15.996,89;894915135718;15.438,79;346039569969
2005-05-13;15.958,38;523416165482;16.028,47;923687092145;15.456,86;869858813425;14.757,36;116493405967;15.911,75;890140980268;15.352,71;344100244868
2005-05-14;15.958,38;523416165482;16.028,47;923687092145;15.456,86;869858813425;14.757,36;116493405967;15.911,75;890140980268;15.352,71;344100244868
2005-05-15;15.958,38;523416165482;16.028,47;923687092145;15.456,86;869858813425;14.757,36;116493405967;15.911,75;890140980268;15.352,71;344100244868
2005-05-16;15.881,93;520894775052;15.953,67;919611875447;15.389,50;866111856577;14.686,26;115928357074;15.828,70;885467926119;15.281,81;342487360800
2005-05-17;15.867,19;528303417586;15.942,12;944178807497;15.378,34;872357378598;14.661,17;108269618086;15.802,37;903983611472;15.265,35;351037302936
2005-05-18;15.847,01;529893728648;15.928,67;944526965415;15.344,38;870421504076;14.650,92;119193916155;15.787,06;904033930059;15.244,51;351055385470
2005-05-19;15.913,00;532164236725;15.990,79;949278726370;15.416,33;874427606687;14.719,24;119875205844;15.858,59;915567127447;15.314,13;352645401872
2005-05-20;15.953,49;534175686419;16.033,31;951771927574;15.459,86;877358974464;14.758,67;120196597402;15.901,34;918998284596;15.355,95;353602672738
2005-05-21;15.953,49;534175686419;16.033,31;951771927574;15.459,86;877358974464;14.758,67;120196597402;15.901,34;918998284596;15.355,95;353602672738
2005-05-22;15.953,49;534175686419;16.033,31;951771927574;15.459,86;877358974464;14.758,67;120196597402;15.901,34;918998284596;15.355,95;353602672738
2005-05-23;15.953,49;534175686419;16.033,31;951771927574;15.459,86;877358974464;14.758,67;120196597402;15.901,34;918998284596;15.355,95;353602672738
2005-05-24;16.084,15;538550515517;16.162,75;959459258518;15.590,61;884534559956;14.876,04;121152775983;16.033,69;930640863827;15.483,66;356502957592
2005-05-25;16.012,82;535479391222;16.090,68;956625116692;15.526,87;881936174620;14.811,91;120693991687;15.959,40;926341419286;15.417,06;354965422492
2005-05-26;16.038,99;536547523439;16.115,92;958646339782;15.559,44;884263839526;14.832,48;120923365154;15.982,32;927897815158;15.438,81;356715950054
2005-05-27;16.043,89;536876951484;16.120,41;959211905397;15.560,44;885310979819;14.836,99;121004221062;15.992,71;928547233153;15.445,73;356870619908
2005-05-28;16.043,89;536876951484;16.120,41;959211905397;15.560,44;885310979819;14.836,99;121004221062;15.992,71;928547233153;15.445,73;356870619908
2005-05-29;16.043,89;536876951484;16.120,41;959211905397;15.560,44;885310979819;14.836,99;121004221062;15.992,71;928547233153;15.445,73;356870619908
2005-05-30;16.066,75;537415618409;16.141,87;960923225348;15.587,65;887861564700;14.859,95;121235780662;16.016,52;930728667870;15.472,00;357595147545
2005-05-31;16.119,70;539436034259;16.193,55;963541222719;15.635,74;890276557198;14.903,02;121537118939;16.069,47;934546678416;15.516,63;358550258396
2005-06-01;16.168,54;542971885758;16.249,30;970644633522;15.680,51;891723731186;14.949,47;120131818303;16.123,50;941740148428;15.563,82;358362602234
2005-06-02;16.177,04;543257318456;16.252,33;970822510493;15.702,06;892949102624;14.961,15;121557906980;16.133,24;941812009222;15.580,57;358792106525
2005-06-03;16.220,16;544973498460;16.293,95;973458580024;15.754,33;897243623876;15.002,59;121882227149;16.168,89;943900880025;15.627,00;359854665436
2005-06-04;16.220,16;544973498460;16.293,95;973458580024;15.754,33;897243623876;15.002,59;121882227149;16.168,89;943900880025;15.627,00;359854665436
2005-06-05;16.220,16;544973498460;16.293,95;973458580024;15.754,33;897243623876;15.002,59;121882227149;16.168,89;943900880025;15.627,00;359854665436
2005-06-06;16.319,47;548310195163;16.392,58;979562475355;15.832,29;901679794259;15.093,58;122618460913;16.267,13;949478873566;15.713,86;361827165109
2005-06-07;16.442,98;552393935661;16.514,21;987142520427;15.958,33;908999795306;15.210,14;123575006960;16.389,34;956562621683;15.836,00;364674862636
2005-06-08;16.361,93;550407593157;16.432,35;983058382783;15.881,23;904348828361;15.135,82;123225024691;16.301,94;951512113048;15.760,47;364259695162
2005-06-09;16.359,03;550400446711;16.416,02;982319086707;15.865,83;904815125365;15.126,17;123146542698;16.292,03;950910806861;15.747,98;363964203626
2005-06-10;16.401,08;552152001985;16.466,77;985834325529;15.918,12;907991945478;15.169,71;123508705685;16.339,45;953596182133;15.795,83;365159498983
2005-06-11;16.401,08;552152001985;16.466,77;985834325529;15.918,12;907991945478;15.169,71;123508705685;16.339,45;953596182133;15.795,83;365159498983
2005-06-12;16.401,08;552152001985;16.466,77;985834325529;15.918,12;907991945478;15.169,71;123508705685;16.339,45;953596182133;15.795,83;365159498983
2005-06-13;16.384,56;551597641179;16.447,74;985275275917;15.899,38;906936085511;15.155,15;123393465446;16.322,07;957526845410;15.779,68;364778330403
2005-06-14;16.406,90;552411809924;16.468,43;987381670626;15.926,92;908877783981;15.173,53;123544011717;16.333,23;958238299579;15.799,96;365280212522
2005-06-15;16.375,75;560449302199;16.431,68;1001748330857;15.898,78;914630959487;15.147,92;115921216853;16.304,03;967216100484;15.769,51;372139795994
2005-06-16;16.447,18;562866469392;16.503,28;1007629781232;15.960,72;921001272553;15.208,09;126464054246;16.383,24;971936321700;15.838,94;373766070497
2005-06-17;16.471,80;565080157494;16.529,59;1010449912106;15.989,43;925342398221;15.234,25;126856842120;16.414,09;973463245795;15.861,40;374309175164
2005-06-18;16.471,80;565080157494;16.529,59;1010449912106;15.989,43;925342398221;15.234,25;126856842120;16.414,09;973463245795;15.861,40;374309175164
2005-06-19;16.471,80;565080157494;16.529,59;1010449912106;15.989,43;925342398221;15.234,25;126856842120;16.414,09;973463245795;15.861,40;374309175164
2005-06-20;16.539,62;571523257619;16.591,56;1022364669625;16.058,00;932564653225;15.304,13;122623037327;16.486,86;981244031582;15.931,74;378065503972
2005-06-21;16.620,55;575782413917;16.703,40;1030172189551;16.119,84;936162801542;15.367,17;129643948978;16.574,91;986453306417;16.001,49;381469591233
2005-06-22;16.557,41;574500305580;16.633,96;1027443508557;16.071,09;933725684690;15.311,91;129177818791;16.508,22;984677226705;15.944,28;380088657270
2005-06-23;16.601,22;575811551376;16.675,19;1031565489644;16.114,96;938894340821;15.356,18;129586880646;16.564,01;989058728821;15.991,53;381195914890
